treffen_id;tandem_id;datum;dauer_minuten;ort;thema;dokumentiert_von;naechster_schritt;teilnahme_jugendliche;teilnahme_mentor;berichtszeitraum;tandem_gebildet_2026;programm_gesamt_tandems_gebildet_2026;treffen_durchgefuehrt;zaehlt_fuer_10_treffen_ziel;kumulierte_durchgefuehrte_treffen_2026;tandem_bisherige_durchgefuehrte_treffen_2026_bis_30_09;zielwert_mindest_treffen_pro_tandem_2026;tandem_geplante_weitere_treffen_bis_31_03_2027;tandem_erwartete_treffen_innerhalb_eines_jahres;ziel_output_90_prozent_tandems_10_treffen_unterstuetzt;karriereschritt_evidenz;karriereschritt_typ;ziel_outcome_80_prozent_karriereschritte_unterstuetzt;jugendliche_mehr_selbstvertrauen_beobachtet;ziel_outcome_100_prozent_mehr_selbstvertrauen_unterstuetzt;jugendliche_selbstwirksamkeit_basiswert_1_5;jugendliche_selbstwirksamkeit_aktueller_wert_1_5;selbstwirksamkeit_verbesserung_prozent;ziel_outcome_selbstwirksamkeit_plus_20_prozent_unterstuetzt;mentor_sozial_eingebunden_beobachtet;mentor_selbstwirksam_beobachtet;ziel_outcome_mentorinnen_sozial_eingebunden_selbstwirksam_unterstuetzt
TR0171;T108;04.06.2026;90;Café;Lebenslauf besprochen;Mentor:in;nichts Konkretes vereinbart;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;1;3;10;7;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0172;T109;15.05.2026;45;Park;Kennenlernen;Jugendliche/r;nichts Konkretes vereinbart;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;0;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0173;T109;26.06.2026;45;online (Video-Call);Café-Treffen, offenes Gespräch;Koordination (telefonisch berichtet);Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0174;T110;15.06.2026;120;Café;Kennenlernen;Mentor:in;Praktikumsplätze recherchieren bis nächstes Mal;nein, abgesagt;ja;April-Juni 2026;ja;130;nein;0;0;0;10;10;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0175;T111;09.06.2026;45;online (Video-Call);Praktikumssuche;Koordination (telefonisch berichtet);nichts Konkretes vereinbart;ja;ja;April-Juni 2026;ja;130;ja;1;1;2;10;8;10;ja;vorbereitet;Praktikumssuche oder Praktikumsplatz vorbereitet;ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0176;T112;27.04.2026;60;Park;Bewerbungsschreiben;Jugendliche/r;;nein, abgesagt;ja;April-Juni 2026;ja;130;nein;0;0;2;10;8;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0177;T112;12.05.2026;120;Café;Zukunftspläne;Jugendliche/r;;ja;ja;April-Juni 2026;ja;130;ja;1;1;2;10;8;10;ja;vorbereitet;konkrete Zukunftsplaene geklaert;ja;ja;ja;3;4;33;ja;ja;nein;nein
TR0178;T116;12.04.2026;120;zuhause bei Mentor:in;freies Gespräch;Jugendliche/r;Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;1;4;10;6;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0179;T116;04.05.2026;45;Park;Kennenlernen;Jugendliche/r;Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;2;4;10;6;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0180;T116;12.06.2026;120;Bibliothek;freies Gespräch;Mentor:in;nichts Konkretes vereinbart;ja;ja;April-Juni 2026;ja;130;ja;1;3;4;10;6;10;ja;keine_evidenz;;nein;ja;ja;3;3;0;nein;ja;ja;ja
TR0181;T117;06.04.2026;90;Café;Schule/Noten;Koordination (telefonisch berichtet);Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0182;T117;08.05.2026;;zuhause bei Mentor:in;Vorbereitung Vorstellungsgespräch;Mentor:in;Praktikumsplätze recherchieren bis nächstes Mal;nein, abgesagt;ja;April-Juni 2026;ja;130;nein;0;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0183;T117;21.06.2026;120;Park;gemeinsamer Spaziergang;Jugendliche/r;nächstes Treffen: Bewerbungsunterlagen mitbringen;nein, abgesagt;nein, verschoben;April-Juni 2026;ja;130;nein;0;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0184;T118;19.04.2026;45;Café;Berufsorientierung allgemein;Jugendliche/r;nächstes Treffen: Bewerbungsunterlagen mitbringen;ja;ja;April-Juni 2026;ja;130;ja;1;1;4;10;6;10;ja;umgesetzt;"Bewerbung erstellt oder versendet; Berufsorientierung bearbeitet";ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0185;T118;07.06.2026;45;Park;Ausbildungsmöglichkeiten recherchiert;Koordination (telefonisch berichtet);Praktikumsplätze recherchieren bis nächstes Mal;ja;ja;April-Juni 2026;ja;130;ja;1;2;4;10;6;10;ja;umgesetzt;"Praktikumssuche oder Praktikumsplatz vorbereitet; Ausbildungsmoeglichkeiten recherchiert";ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0186;T119;20.04.2026;60;Café;Berufsorientierung allgemein;Jugendliche/r;nichts Konkretes vereinbart;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;0;0;10;10;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0187;T120;31.04.2026;45;zuhause bei Mentor:in;Zukunftspläne;Mentor:in;nichts Konkretes vereinbart;nein, abgesagt;ja;April-Juni 2026;ja;130;nein;0;2;2;10;8;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0188;T120;15.05.2026;45;Jugendzentrum;Vorbereitung Vorstellungsgespräch;Mentor:in;nichts Konkretes vereinbart;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;0;2;10;8;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0189;T120;06.06.2026;60;Jugendzentrum;Bewerbungsschreiben;Jugendliche/r;Praktikumsplätze recherchieren bis nächstes Mal;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;0;2;10;8;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0190;T121;04.05.2026;120;zuhause bei Mentor:in;Bewerbungsschreiben;Mentor:in;;ja;ja;April-Juni 2026;ja;130;ja;1;1;2;10;8;10;ja;umgesetzt;Bewerbung erstellt oder versendet;ja;ja;ja;3;4;33;ja;ja;nein;nein
TR0191;T123;17.04.2026;60;Park;Praktikumssuche;Jugendliche/r;Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;1;2;10;8;10;ja;vorbereitet;"Praktikumssuche oder Praktikumsplatz vorbereitet; Kontakt zu Unternehmen vorbereitet";ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0192;T123;18.06.2026;120;online (Video-Call);Café-Treffen, offenes Gespräch;Koordination (telefonisch berichtet);Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;2;2;10;8;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0193;T124;25.05.2026;60;Café;Schule/Noten;Jugendliche/r;;ja;ja;April-Juni 2026;ja;130;ja;1;1;2;10;8;10;ja;keine_evidenz;;nein;nein;nein;3;3;0;nein;ja;nein;nein
TR0194;T124;18.06.2026;60;Jugendzentrum;Ausbildungsmöglichkeiten recherchiert;Jugendliche/r;Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;2;2;10;8;10;ja;umgesetzt;"Ausbildungsmoeglichkeiten recherchiert; Kontakt zu Unternehmen vorbereitet";ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0195;T125;31.04.2026;45;Bibliothek;Vorbereitung Vorstellungsgespräch;Jugendliche/r;nichts Konkretes vereinbart;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;umgesetzt;Vorstellungsgespraech vorbereitet;ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0196;T125;14.06.2026;60;Park;Ausbildungsmöglichkeiten recherchiert;Jugendliche/r;;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;0;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0197;T126;06.05.2026;60;Bibliothek;Kennenlernen;Jugendliche/r;gemeinsam Lebenslauf fertigstellen;ja;ja;April-Juni 2026;ja;130;ja;1;1;3;10;7;10;ja;umgesetzt;Lebenslauf erstellt oder verbessert;ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0198;T126;09.06.2026;;Bibliothek;Kennenlernen;Koordination (telefonisch berichtet);Kontakt zu Unternehmen X herstellen;ja;ja;April-Juni 2026;ja;130;ja;1;2;3;10;7;10;ja;vorbereitet;Kontakt zu Unternehmen vorbereitet;ja;nein;nein;3;4;33;ja;ja;ja;ja
TR0199;T127;26.04.2026;;Jugendzentrum;Café-Treffen, offenes Gespräch;Mentor:in;;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;3;3;0;nein;ja;nein;nein
TR0200;T127;03.06.2026;120;online (Video-Call);freies Gespräch;Jugendliche/r;;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0201;T129;27.06.2026;;Jugendzentrum;Kennenlernen;Jugendliche/r;;ja;ja;April-Juni 2026;ja;130;ja;1;1;3;10;7;10;ja;keine_evidenz;;nein;nein;nein;3;3;0;nein;ja;nein;nein
TR0202;T130;20.04.2026;;Jugendzentrum;Praktikumssuche;Jugendliche/r;Praktikumsplätze recherchieren bis nächstes Mal;ja;ja;April-Juni 2026;ja;130;ja;1;1;3;10;7;10;ja;vorbereitet;Praktikumssuche oder Praktikumsplatz vorbereitet;ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0203;T130;17.05.2026;120;Café;gemeinsamer Spaziergang;Koordination (telefonisch berichtet);Praktikumsplätze recherchieren bis nächstes Mal;ja;nein, verschoben;April-Juni 2026;ja;130;nein;0;1;3;10;7;10;ja;keine_evidenz;;nein;nein;nein;;;;nein;nein;nein;nein
TR0204;T130;15.06.2026;60;zuhause bei Mentor:in;Vorbereitung Vorstellungsgespräch;Koordination (telefonisch berichtet);nächstes Treffen: Bewerbungsunterlagen mitbringen;ja;ja;April-Juni 2026;ja;130;ja;1;2;3;10;7;10;ja;umgesetzt;"Bewerbung erstellt oder versendet; Vorstellungsgespraech vorbereitet";ja;ja;ja;3;4;33;ja;ja;ja;ja
TR0205;T900;12.05.2026;60;Café;freies Gespräch;Mentor:in;;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;3;3;0;nein;ja;nein;nein
TR0206;T901;20.05.2026;;Jugendzentrum;Kennenlernen;Jugendliche/r;;ja;ja;April-Juni 2026;ja;130;ja;1;1;1;10;9;10;ja;keine_evidenz;;nein;nein;nein;3;3;0;nein;ja;nein;nein
